SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612766,CHA,Charlotte Hornets,0021900610,2020-01-15,CHA @ DEN,L,240,86,33,81,0.407,12,35,0.343,8,14,0.571,9,33,42,28,4,6,14,24,-14.0
22019,1610612766,CHA,Charlotte Hornets,0021900595,2020-01-13,CHA @ POR,L,241,112,40,90,0.444,18,38,0.474,14,18,0.778,10,32,42,24,7,3,8,20,-3.0
22019,1610612766,CHA,Charlotte Hornets,0021900590,2020-01-12,CHA @ PHX,L,240,92,36,86,0.419,8,35,0.229,12,18,0.667,8,29,37,25,10,3,14,19,-8.0
22019,1610612766,CHA,Charlotte Hornets,0021900574,2020-01-10,CHA @ UTA,L,239,92,35,75,0.467,8,26,0.308,14,19,0.737,7,30,37,20,6,3,20,16,-17.0
22019,1610612766,CHA,Charlotte Hornets,0021900555,2020-01-08,CHA vs. TOR,L,265,110,38,86,0.442,15,37,0.405,19,26,0.731,13,37,50,30,6,6,17,21,-2.0
22019,1610612766,CHA,Charlotte Hornets,0021900539,2020-01-06,CHA vs. IND,L,240,104,37,81,0.457,10,30,0.333,20,22,0.909,8,30,38,21,3,3,11,14,-11.0
22019,1610612766,CHA,Charlotte Hornets,0021900530,2020-01-04,CHA @ DAL,W,266,123,42,85,0.494,11,25,0.44,28,31,0.903,16,37,53,27,5,5,17,22,3.0
22019,1610612766,CHA,Charlotte Hornets,0021900508,2020-01-02,CHA @ CLE,W,240,109,37,83,0.446,15,38,0.395,20,24,0.833,10,29,39,25,5,0,11,15,3.0
22019,1610612766,CHA,Charlotte Hornets,0021900497,2019-12-31,CHA vs. BOS,L,240,92,34,86,0.395,12,34,0.353,12,16,0.75,8,33,41,25,7,4,17,16,-17.0
22019,1610612766,CHA,Charlotte Hornets,0021900487,2019-12-29,CHA @ MEM,L,239,104,37,86,0.43,9,31,0.29,21,32,0.656,11,31,42,23,8,4,14,19,-13.0
22019,1610612766,CHA,Charlotte Hornets,0021900467,2019-12-27,CHA vs. OKC,L,265,102,42,101,0.416,7,39,0.179,11,18,0.611,17,37,54,26,8,4,15,27,-2.0
22019,1610612766,CHA,Charlotte Hornets,0021900440,2019-12-22,CHA @ BOS,L,240,93,33,82,0.402,10,34,0.294,17,23,0.739,2,25,27,26,3,5,3,17,-26.0
22019,1610612766,CHA,Charlotte Hornets,0021900430,2019-12-21,CHA vs. UTA,L,241,107,39,85,0.459,12,29,0.414,17,22,0.773,11,25,36,20,13,4,14,25,-7.0
22019,1610612766,CHA,Charlotte Hornets,0021900407,2019-12-18,CHA @ CLE,L,242,98,37,91,0.407,13,37,0.351,11,18,0.611,15,20,35,25,12,3,9,20,-2.0
22019,1610612766,CHA,Charlotte Hornets,0021900401,2019-12-17,CHA vs. SAC,W,239,110,39,81,0.481,13,30,0.433,19,27,0.704,16,35,51,26,5,8,16,18,8.0
22019,1610612766,CHA,Charlotte Hornets,0021900389,2019-12-15,CHA @ IND,L,241,85,28,91,0.308,5,32,0.156,24,35,0.686,17,39,56,18,4,5,10,21,-22.0
22019,1610612766,CHA,Charlotte Hornets,0021900375,2019-12-13,CHA @ CHI,W,240,83,30,79,0.38,6,31,0.194,17,21,0.81,11,49,60,21,9,5,20,16,10.0
22019,1610612766,CHA,Charlotte Hornets,0021900360,2019-12-11,CHA @ BKN,W,240,113,36,88,0.409,15,35,0.429,26,32,0.813,15,32,47,20,2,6,8,23,5.0
22019,1610612766,CHA,Charlotte Hornets,0021900352,2019-12-10,CHA vs. WAS,W,241,114,38,85,0.447,16,41,0.39,22,28,0.786,11,37,48,22,4,4,13,26,7.0
22019,1610612766,CHA,Charlotte Hornets,0021900336,2019-12-08,CHA vs. ATL,L,242,107,36,90,0.4,11,31,0.355,24,29,0.828,13,31,44,22,8,3,11,17,-15.0
22019,1610612766,CHA,Charlotte Hornets,0021900320,2019-12-06,CHA vs. BKN,L,242,104,36,83,0.434,17,40,0.425,15,17,0.882,10,24,34,23,6,6,19,16,-7.0
22019,1610612766,CHA,Charlotte Hornets,0021900306,2019-12-04,CHA vs. GSW,W,241,106,40,87,0.46,21,48,0.438,5,8,0.625,11,33,44,30,11,7,13,20,15.0
22019,1610612766,CHA,Charlotte Hornets,0021900293,2019-12-02,CHA vs. PHX,L,240,104,38,84,0.452,7,25,0.28,21,26,0.808,14,39,53,27,4,7,19,23,-5.0
22019,1610612766,CHA,Charlotte Hornets,0021900283,2019-11-30,CHA @ MIL,L,241,96,37,101,0.366,15,45,0.333,7,8,0.875,15,38,53,21,4,1,12,18,-41.0
22019,1610612766,CHA,Charlotte Hornets,0021900268,2019-11-29,CHA @ DET,W,241,110,40,83,0.482,19,38,0.5,11,15,0.733,11,26,37,26,8,6,10,17,3.0
22019,1610612766,CHA,Charlotte Hornets,0021900254,2019-11-27,CHA vs. DET,W,239,102,39,88,0.443,7,30,0.233,17,20,0.85,10,31,41,27,3,7,3,18,1.0
22019,1610612766,CHA,Charlotte Hornets,0021900245,2019-11-25,CHA @ MIA,L,240,100,36,87,0.414,9,33,0.273,19,25,0.76,10,25,35,25,11,0,13,24,-17.0
22019,1610612766,CHA,Charlotte Hornets,0021900226,2019-11-23,CHA vs. CHI,L,240,115,44,80,0.55,12,28,0.429,15,22,0.682,10,33,43,26,5,7,19,17,-1.0
22019,1610612766,CHA,Charlotte Hornets,0021900216,2019-11-22,CHA @ WAS,L,241,118,48,93,0.516,14,34,0.412,8,8,1.0,7,37,44,24,9,5,16,18,-7.0
22019,1610612766,CHA,Charlotte Hornets,0021900205,2019-11-20,CHA @ BKN,L,240,91,30,81,0.37,11,33,0.333,20,26,0.769,8,33,41,17,8,3,16,23,-10.0
22019,1610612766,CHA,Charlotte Hornets,0021900191,2019-11-18,CHA @ TOR,L,241,96,33,78,0.423,15,45,0.333,15,24,0.625,9,28,37,26,3,8,19,19,-36.0
22019,1610612766,CHA,Charlotte Hornets,0021900177,2019-11-16,CHA @ NYK,W,239,103,36,87,0.414,17,48,0.354,14,19,0.737,12,30,42,22,5,3,10,18,1.0
22019,1610612766,CHA,Charlotte Hornets,0021900167,2019-11-15,CHA vs. DET,W,240,109,43,96,0.448,13,35,0.371,10,16,0.625,14,27,41,22,10,3,10,17,3.0
22019,1610612766,CHA,Charlotte Hornets,0021900154,2019-11-13,CHA vs. MEM,L,240,117,43,87,0.494,16,36,0.444,15,19,0.789,7,27,34,27,8,5,15,12,-2.0
